source,artifact_kind,columns,missing_formal_columns,probability_status,raw_bwer_status,standardised_bwer_status,selective_bwer_status,conformal_bwer_status,inference_status,recommended_action,protocol_hash
outputs\test_cli_run_audit_predictions\predictions.csv,audit_table,sample_id;label;prediction;region;sensor;correct,dataset;model;task;split;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_cli_run_audit_segmentation\audit_out\audit_table.csv,segmentation,dataset;model;task;split;unit_id;sample_id;input_mode;adaptation_protocol;training_budget;split_protocol;score;risk;class_label;aggregation_level;event_id;water_iou;positive_pixels;event_id__class_label,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_cli_run_audit_segmentation\segmentation_metrics.csv,segmentation,sample_id;event_id;water_iou;positive_pixels,dataset;model;task;split;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_croma_real_pipeline\predictions.csv,predictions,sample_id;label;prediction;region;sensor;correct,dataset;model;task;split;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_169afd21012e4a69ba461742ced8cd4c\run\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_169afd21012e4a69ba461742ced8cd4c\run\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_169afd21012e4a69ba461742ced8cd4c\run\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_169afd21012e4a69ba461742ced8cd4c\run_copy\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_169afd21012e4a69ba461742ced8cd4c\run_copy\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_169afd21012e4a69ba461742ced8cd4c\run_copy\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_2eb8e85ec6f447f0a717addf40c5c8ad\run\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_2eb8e85ec6f447f0a717addf40c5c8ad\run\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_2eb8e85ec6f447f0a717addf40c5c8ad\run\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_2eb8e85ec6f447f0a717addf40c5c8ad\run_copy\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_2eb8e85ec6f447f0a717addf40c5c8ad\run_copy\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_2eb8e85ec6f447f0a717addf40c5c8ad\run_copy\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_61b1a66d56934aeaa843037109be5357\run\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_61b1a66d56934aeaa843037109be5357\run\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_61b1a66d56934aeaa843037109be5357\run\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_61b1a66d56934aeaa843037109be5357\run_copy\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_61b1a66d56934aeaa843037109be5357\run_copy\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_61b1a66d56934aeaa843037109be5357\run_copy\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_70cfdd7875a1409993f4d59625bd5f0d\run\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_70cfdd7875a1409993f4d59625bd5f0d\run\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_70cfdd7875a1409993f4d59625bd5f0d\run\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_70cfdd7875a1409993f4d59625bd5f0d\run_copy\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_70cfdd7875a1409993f4d59625bd5f0d\run_copy\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_70cfdd7875a1409993f4d59625bd5f0d\run_copy\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_97c0554ae0e14d52ad796882c1f50853\run\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_97c0554ae0e14d52ad796882c1f50853\run\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_97c0554ae0e14d52ad796882c1f50853\run\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_97c0554ae0e14d52ad796882c1f50853\run_copy\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_97c0554ae0e14d52ad796882c1f50853\run_copy\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_97c0554ae0e14d52ad796882c1f50853\run_copy\predictions.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_9b098589e04f457d9b3d0d1caebd8864\run\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_fmow_cli_compare_9b098589e04f457d9b3d0d1caebd8864\run\bwer\audit_table.csv,selective_or_predictions,sample_id;image_id;image_path;extracted_path;dataset;task;split;label;category;class_label;prediction;predicted_category;correct;score;risk;confidence;max_probability;top5_correct;model;model_family;model_variant;input_mode;adaptation_protocol;training_budget;split_protocol;eval_scope;resolution;band_profile;metadata_provenance;timestamp;year;month;season;location_id;latitude;longitude;country;continent;un_region;region;latitude_band;unit_id;y_true;y_pred;aggregation_level;country__class_label;region__class_label;season__class_label;latitude_band__class_label;country__category;region__category;season__category;latitude_band__category,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
